0.04163672;0.73317705;0.8
0.046407112;0.72673019;0.8
0.051180165;0.721144015;0.8
0.055951339;0.714950298;0.8
0.060729086;0.710882977;0.8
0.065500261;0.70468926;0.8
0.070273939;0.699305598;0.8
0.075048087;0.694073822;0.8
0.079822235;0.688842047;0.8
0.084596852;0.683762156;0.8
0.08937366;0.679391065;0.8
0.094148433;0.674361803;0.8
0.098924146;0.669636312;0.8
0.103700547;0.665133587;0.8
0.108474319;0.659780302;0.8
0.113251284;0.655459839;0.8
0.118027935;0.651038119;0.8
0.12289284;0.646990741;0.8
0.127583898;0.643055364;0.8
0.132364461;0.639899357;0.8
0.137142677;0.635983922;0.8
0.141920946;0.632085363;0.8
0.146698953;0.628102424;0.8
0.1514791;0.624811407;0.8
0.155988571;0.622006548;0.8
0.161182447;0.617548185;0.8
0.165714906;0.612396025;0.8
0.170591443;0.608980906;0.8
0.175371693;0.605723641;0.8
0.179283758;0.603366323;0.8
