Swet (ft),Cf
1145.45454545455,0.00365633802816901
2121.21212121212,0.00349154929577465
3181.81818181818,0.00335211267605634
4412.12121212121,0.00322112676056338
5769.69696969697,0.00311549295774648
8103.0303030303,0.00296338028169014
10521.2121212121,0.00285774647887324
14381.8181818182,0.00275633802816901
18030.303030303,0.00269718309859155
21848.4848484848,0.00265070422535211
27193.9393939394,0.00262112676056338
33515.1515151515,0.00260845070422535
36018.1818181818,0.0026
